player_id,活跃天数,平均每日时长(min),完成任务数,PVP次数,等级
11029,3,155,154,13,4
11030,3,130,102,46,9
11031,23,43,130,16,43
11032,5,120,66,24,41
11033,3,128,23,2,34
11034,38,27,6,26,31
11035,28,174,144,27,2
11036,44,121,56,12,46
11037,29,107,123,34,46
11038,58,34,132,36,26
11039,33,100,195,3,17
11040,58,109,9,35,27
11041,21,92,102,8,39
11042,58,134,113,17,25
11043,30,107,96,13,11
11044,12,56,41,17,35
11045,31,62,9,12,36
11046,31,159,175,39,17
11047,46,114,159,29,23
11048,8,146,18,22,47
11049,45,169,16,28,14
11050,37,61,84,22,26
11051,3,114,160,44,12
11052,42,83,9,33,30
11053,52,57,120,4,22
11054,9,61,35,30,27
11055,52,77,16,42,9
11056,47,71,160,29,5
11057,23,51,29,17,28
11058,41,113,179,3,48
11059,14,176,25,15,8
11060,39,79,162,34,28
11061,51,141,41,33,23
11062,18,43,124,7,20
11063,12,30,63,49,37
11064,41,164,172,16,30
11065,14,78,55,4,46
11066,27,133,167,40,43
11067,44,145,58,49,19
11068,33,27,24,29,44
11069,18,84,47,28,49
11070,55,120,191,18,4
11071,1,109,168,36,21
11072,32,41,27,17,33
11073,20,38,147,11,10
11074,36,126,130,20,3
11075,29,52,31,36,14
11076,25,159,113,46,48
11077,20,84,115,36,35
11078,52,158,52,23,20
11079,30,21,77,24,44
11080,59,83,86,48,41
11081,42,104,78,10,42
11082,28,56,154,17,13
11083,24,104,180,45,17
11084,24,136,10,5,28
11085,23,115,125,19,9
11086,44,87,173,11,5
11087,39,65,182,0,38
11088,1,130,35,16,18
11089,49,36,71,19,20
11090,52,50,23,22,9
11091,48,69,118,46,49
11092,32,66,29,39,33
11093,5,59,165,20,18
11094,15,74,72,29,17
11095,10,149,72,0,26
11096,33,55,197,46,44
11097,40,96,2,45,9
11098,23,12,29,2,22
11099,38,90,178,46,11
11100,52,66,7,25,17
11101,12,37,183,15,4
11102,30,147,27,6,36
11103,11,133,153,5,18
11104,42,11,33,49,28
11105,49,128,60,6,14
11106,20,154,96,9,14
11107,38,50,17,49,46
11108,4,92,134,12,3
11109,42,118,144,44,11
11110,15,165,62,7,45
11111,17,135,3,16,6
11112,20,149,35,9,35
11113,12,130,12,41,32
11114,38,103,196,49,9
11115,58,103,179,36,15
11116,7,91,97,12,34
11117,10,141,192,47,7
11118,59,97,34,31,48
11119,39,30,182,19,41
11120,37,54,47,40,46
11121,3,173,137,20,5
11122,54,15,193,9,17
11123,47,41,12,39,32
11124,29,38,21,17,17
11125,38,157,66,20,7
11126,24,168,173,11,23
11127,53,101,38,20,11
11128,17,64,114,30,21
11129,3,114,162,15,14
11130,9,175,105,10,10
11131,26,38,187,25,14
11132,47,24,134,0,38
11133,14,121,68,11,45
11134,50,17,89,40,6
11135,7,143,199,24,25
11136,13,78,93,19,23
11137,23,120,82,37,8
11138,4,153,151,18,18
11139,37,89,149,37,27
11140,29,44,94,10,2
11141,33,85,180,28,16
11142,21,136,88,0,10
11143,48,93,10,36,24
11144,50,91,193,38,21
11145,19,30,6,16,37
11146,5,13,30,49,8
11147,15,73,101,29,31
11148,46,38,33,46,12
11149,40,42,111,11,41
11150,39,58,18,2,35
11151,42,28,92,11,33
11152,4,92,140,29,47
11153,24,157,80,2,44
11154,50,79,173,8,23
11155,45,127,195,16,21
11156,60,49,87,29,43
11157,49,24,116,46,44
11158,55,67,49,30,11
11159,47,25,62,4,19
11160,40,91,7,13,12
11161,47,173,83,10,34
11162,34,130,20,19,19
11163,20,27,108,3,33
11164,50,73,127,41,6
11165,58,147,171,2,7
11166,17,40,192,30,22
11167,13,65,165,2,10
11168,30,79,0,17,8
11169,1,92,105,37,37
11170,8,91,170,38,9
11171,18,160,33,12,37
11172,1,28,36,46,16
11173,20,36,21,15,26
11174,37,17,26,41,39
11175,39,135,64,7,30
11176,37,122,122,35,13
11177,5,80,165,38,38
11178,26,162,64,31,31
11179,42,65,12,34,45
11180,54,42,45,35,22
11181,22,64,42,16,38
11182,57,49,139,19,30
11183,26,108,50,0,27
11184,6,36,6,37,21
11185,57,177,90,25,34
11186,8,28,113,5,44
11187,48,157,120,43,10
11188,39,82,167,26,42
11189,51,85,71,44,28
11190,9,63,12,24,3
11191,7,25,196,37,42
11192,26,156,181,41,11
11193,41,118,190,46,31
11194,44,168,71,19,17
11195,18,79,51,29,26
11196,34,103,118,26,13
11197,24,53,147,7,31
11198,1,29,52,40,41
11199,43,123,169,23,47
11200,5,120,170,27,4
11201,33,151,189,21,14
11202,56,126,59,6,33
11203,54,138,0,31,42
11204,56,158,1,10,12
11205,49,84,23,0,5
11206,16,171,103,46,47
11207,33,154,150,1,10
11208,25,66,89,25,10
11209,23,99,110,21,36
11210,6,92,103,16,24
11211,30,148,43,2,35
11212,3,96,155,44,12
11213,58,119,60,36,4
11214,19,93,55,3,3
11215,30,45,9,8,7
11216,40,108,137,21,2
11217,24,16,110,23,35
11218,46,12,187,19,23
11219,42,145,140,31,44
11220,29,29,73,22,37
11221,17,87,149,0,6
11222,38,130,93,26,21
11223,41,24,168,29,29
11224,25,42,2,47,32
11225,46,176,174,16,13
11226,46,26,91,1,19
11227,44,27,119,38,28
11228,1,148,139,3,40
11229,16,177,81,39,44
11230,12,167,18,28,27
11231,11,75,118,22,33
11232,10,115,118,20,9
11233,52,93,169,22,24
11234,3,100,17,22,15
11235,29,45,128,10,46
11236,34,68,174,0,41
11237,31,37,140,22,47
11238,4,74,101,33,18
11239,32,103,88,26,12
11240,47,85,112,21,38
11241,3,129,156,18,36
11242,45,155,198,37,27
11243,50,132,107,33,11
11244,36,176,71,26,44
11245,18,177,104,37,16
11246,38,111,62,35,34
11247,58,107,43,5,3
11248,22,162,166,28,49
11249,48,40,126,21,3
11250,46,83,101,48,14
11251,5,118,132,49,19
11252,44,115,97,9,24
11253,21,17,104,46,32
11254,5,135,77,20,44
11255,56,81,192,28,31
11256,56,90,197,35,29
11257,26,72,15,8,24
11258,22,47,101,24,7
11259,9,76,182,18,8
11260,22,49,100,18,2
11261,57,108,67,25,6
11262,45,114,119,26,35
11263,12,137,147,5,48
11264,42,82,188,32,23
11265,55,72,69,38,14
11266,13,130,95,46,5
11267,39,136,122,39,45
11268,20,39,164,37,39
11269,57,45,1,43,7
11270,5,178,51,0,17
11271,3,129,136,44,14
11272,53,50,191,49,22
11273,20,154,180,21,11
11274,15,71,118,39,29
11275,28,165,11,35,9
11276,5,75,110,40,25
11277,56,118,169,40,19
11278,51,64,141,6,23
11279,30,18,67,22,41
11280,14,30,24,2,7
11281,1,137,162,9,24
11282,59,57,181,18,32
11283,46,174,166,13,12
11284,43,166,198,11,33
11285,7,30,7,0,37
11286,28,152,48,39,20
11287,29,157,30,1,37
11288,51,21,7,20,25
11289,8,19,26,28,31
11290,21,125,105,9,1
11291,38,102,66,1,49
11292,35,56,162,49,8
11293,42,176,174,11,13
11294,52,26,3,13,16
11295,27,29,24,14,40
11296,50,167,60,13,11
11297,12,25,71,14,48
11298,54,157,175,27,20
11299,20,20,1,39,37
11300,39,106,158,17,37
11301,21,65,47,14,16
11302,46,171,95,24,15
11303,19,41,109,8,24
11304,13,11,147,22,19
11305,3,90,126,28,27
11306,48,73,166,37,47
11307,34,79,174,37,18
11308,27,102,150,21,11
11309,56,110,71,27,6
11310,18,52,198,49,18
11311,3,168,175,40,7
11312,58,49,81,16,27
11313,37,60,70,40,23
11314,3,42,97,13,34
11315,53,109,50,30,13
11316,38,98,2,47,49
11317,36,11,94,10,47
11318,17,70,108,44,45
11319,43,148,92,3,1
11320,26,16,137,29,25
11321,47,10,153,26,11
11322,18,80,51,46,26
11323,21,151,66,32,32
11324,25,38,166,28,13
11325,46,52,80,37,15
11326,36,25,174,19,18
11327,33,129,196,32,19
11328,31,138,164,6,36
11329,8,38,54,14,40
11330,34,43,160,1,10
11331,43,106,86,7,46
11332,40,28,65,11,42
11333,54,31,128,2,39
11334,48,97,58,4,42
11335,20,18,122,2,32
11336,37,129,174,19,18
11337,44,168,90,7,40
11338,43,69,181,22,25
11339,59,60,25,11,35
11340,26,56,36,38,48
11341,48,138,176,5,20
11342,25,104,63,6,35
11343,29,169,191,15,25
11344,24,112,3,5,8
11345,60,132,112,34,40
11346,11,110,180,28,20
11347,7,59,48,5,20
11348,6,164,95,27,32
11349,49,110,88,17,25
11350,24,54,197,20,16
11351,50,61,10,31,32
11352,55,70,54,17,47
11353,39,175,109,32,8
11354,10,34,182,5,2
11355,46,81,31,38,14
11356,29,110,94,25,12
11357,41,85,50,25,14
11358,10,108,111,45,39
11359,5,88,64,48,16
11360,51,91,123,15,1
11361,46,24,168,30,30
11362,36,11,145,20,40
11363,13,17,110,5,20
11364,25,90,129,5,39
11365,11,59,58,6,9
11366,4,29,179,20,25
11367,33,115,5,11,11
11368,16,92,35,13,23
11369,50,21,20,24,45
11370,39,142,191,38,43
11371,41,152,70,14,35
11372,60,172,45,49,3
11373,47,80,45,19,47
11374,40,100,27,24,13
11375,44,152,137,32,5
11376,33,170,2,36,20
11377,16,103,113,24,27
11378,52,161,194,26,32
11379,14,17,161,36,24
11380,15,35,170,9,43
11381,57,86,47,24,38
11382,43,127,109,45,18
11383,36,108,153,23,28
11384,36,77,186,41,19
11385,40,173,137,48,48
11386,59,16,100,25,10
11387,32,142,140,28,35
11388,22,21,167,49,41
11389,51,98,19,0,30
11390,47,108,24,34,23
11391,56,120,54,20,6
11392,53,118,112,46,23
11393,2,170,193,39,3
11394,9,18,172,3,41
11395,44,121,93,7,14
11396,28,173,77,40,15
11397,46,174,87,17,35
11398,43,176,119,20,1
11399,9,161,184,37,13
11400,40,32,28,47,43
11401,34,17,162,3,33
11402,1,57,189,26,12
11403,43,33,51,36,1
11404,27,143,127,49,32
11405,10,16,145,12,45
11406,45,29,188,41,26
11407,53,69,109,22,30
11408,60,42,187,39,19
11409,17,133,91,44,2
11410,3,139,34,26,13
11411,16,34,159,34,5
11412,60,147,57,49,23
11413,18,45,55,2,48
11414,26,87,78,6,11
11415,51,171,23,44,45
11416,16,167,160,22,11
11417,18,120,148,15,47
11418,48,21,113,39,2
11419,9,114,143,14,47
11420,13,147,164,20,17
11421,44,117,107,22,42
11422,27,83,20,16,15
11423,12,179,139,26,47
11424,30,75,86,0,45
11425,56,54,70,6,16
11426,32,82,121,10,15
11427,5,128,179,46,17
11428,34,163,196,4,43
11429,12,43,81,10,4
11430,24,155,29,17,4
11431,33,27,40,47,17
11432,42,34,146,35,36
11433,2,76,34,38,47
11434,49,153,136,28,15
11435,36,38,95,35,49
11436,50,53,176,9,25
11437,53,71,95,37,18
11438,6,153,100,7,1
11439,41,96,59,45,5
11440,32,60,53,46,9
11441,34,50,114,0,15
11442,26,44,106,13,34
11443,33,134,175,33,45
11444,2,176,114,41,3
11445,14,97,142,23,37
11446,37,151,122,45,31
11447,15,126,22,24,9
11448,17,39,130,16,11
11449,59,25,98,42,7
11450,28,89,105,5,10
11451,58,98,77,36,35
11452,22,118,9,48,26
11453,41,44,151,30,40
11454,20,12,46,2,36
11455,28,110,7,6,41
11456,19,11,18,38,48
11457,19,18,102,20,46
11458,4,128,4,20,30
11459,46,100,143,42,15
11460,47,29,66,39,48
11461,43,54,156,46,29
11462,7,73,68,13,6
11463,57,151,71,20,33
11464,13,20,72,44,33
11465,12,85,191,49,43
11466,10,58,192,41,49
11467,49,98,196,41,7
11468,16,63,85,36,7
11469,15,138,66,11,27
11470,39,148,131,5,23
11471,30,48,143,18,41
11472,41,143,104,17,11
11473,33,116,184,19,16
11474,21,62,44,23,45
11475,13,134,43,39,37
11476,55,37,88,26,41
11477,34,101,52,23,6
11478,2,150,93,2,1
11479,19,144,159,31,39
11480,42,20,116,22,48
11481,27,179,99,10,31
11482,7,49,192,1,45
11483,40,59,101,42,27
11484,1,172,150,43,2
11485,4,138,34,7,46
11486,16,65,159,5,38
11487,27,126,98,26,32
11488,7,57,64,47,3
11489,49,18,11,39,23
11490,18,167,199,33,44
11491,1,30,123,14,43
11492,57,25,56,1,30
11493,1,112,104,28,42
11494,12,148,178,10,9
11495,44,37,43,33,39
11496,11,94,193,41,7
11497,6,54,0,44,5
11498,23,34,168,34,48
11499,59,42,24,49,11
11500,56,161,104,18,21
11501,7,64,120,7,17
11502,43,174,150,33,43
11503,36,149,138,30,24
11504,59,23,79,16,36
11505,48,53,134,46,30
11506,46,177,50,35,10
11507,50,168,189,43,14
11508,11,52,8,49,21
11509,53,83,18,0,8
11510,49,55,86,15,40
11511,44,159,111,49,6
11512,47,175,123,3,30
11513,1,47,7,26,30
11514,42,57,107,41,48
11515,52,173,95,2,38
11516,22,30,51,42,2
11517,31,109,19,10,23
11518,14,22,131,12,41
11519,10,126,117,32,17
11520,45,142,93,20,36
11521,55,40,40,15,8
11522,36,160,72,31,31
11523,51,171,31,29,1
11524,33,93,82,34,5
11525,57,105,19,46,49
11526,41,86,113,7,35
11527,2,145,122,1,38
11528,15,98,70,44,48
11529,12,88,22,6,27
11530,8,108,64,8,48
11531,41,129,14,14,4
11532,38,158,26,47,42
11533,18,133,27,10,37
11534,13,135,88,19,4
11535,27,101,172,30,10
11536,28,154,91,2,19
11537,3,124,125,44,25
11538,44,112,131,39,34
11539,30,21,94,26,48
11540,25,171,46,23,32
11541,37,100,128,3,33
11542,27,146,114,3,27
11543,15,69,16,44,1
11544,52,20,168,16,14
11545,38,77,2,5,36
11546,50,152,169,24,14
11547,56,89,87,20,17
11548,11,170,25,13,22
11549,32,164,191,22,34
11550,7,44,98,47,40
11551,17,53,42,41,14
11552,9,171,136,8,31
11553,39,10,8,39,8
11554,30,128,144,34,6
11555,50,135,160,9,18
11556,34,78,82,36,36
11557,3,93,30,8,21
11558,58,41,184,11,11
11559,43,87,126,19,25
11560,46,22,135,38,38
11561,47,105,50,8,24
11562,29,97,136,38,1
11563,4,62,63,46,28
11564,58,46,57,12,17
11565,24,141,141,19,34
11566,46,62,59,24,38
11567,29,174,196,28,42
11568,18,101,167,0,34
11569,45,69,77,43,9
11570,37,150,154,3,35
11571,59,89,184,7,32
11572,39,116,71,27,47
11573,17,77,115,31,37
11574,39,42,31,47,11
11575,53,135,11,38,34
11576,3,65,40,22,18
11577,15,171,149,9,10
11578,10,36,62,27,46
11579,50,152,176,45,28
11580,26,129,30,40,5
11581,40,179,60,29,6
11582,15,175,165,17,11
11583,36,90,8,49,27
11584,12,68,108,22,3
11585,28,111,132,1,29
11586,18,148,196,22,16
11587,58,107,102,15,41
11588,52,136,172,46,21
11589,3,105,17,29,7
11590,26,138,115,5,43
11591,58,36,0,21,9
11592,27,71,161,19,18
11593,49,65,146,25,24
11594,16,133,36,22,15
11595,57,144,189,22,11
11596,46,18,115,3,27
11597,20,87,36,37,32
11598,27,32,171,34,8
11599,19,129,53,32,13
11600,60,18,67,4,25
11601,4,93,189,12,45
11602,39,130,80,21,42
11603,42,142,0,33,19
11604,49,121,106,35,39
11605,39,101,172,39,16
11606,51,168,90,16,10
11607,59,18,176,28,29
11608,37,18,114,7,5
11609,58,82,10,43,36
11610,33,71,85,15,21
11611,1,121,162,42,2
11612,2,161,50,35,23
11613,47,123,41,35,27
11614,57,141,157,14,29
11615,44,127,55,15,1
11616,32,108,67,44,45
11617,58,127,89,32,11
11618,46,42,50,17,8
11619,25,149,142,40,12
11620,52,164,183,47,21
11621,15,128,55,34,24
11622,38,114,53,36,12
11623,56,145,175,25,2
11624,49,132,90,47,38
11625,34,69,193,46,32
11626,51,19,25,30,43
11627,14,31,0,2,36
11628,45,158,120,36,9
11629,35,142,194,20,43
11630,42,117,1,36,1
11631,39,73,3,16,48
11632,9,80,135,35,49
11633,38,35,19,27,42
11634,47,26,92,40,14
11635,31,70,74,37,18
11636,55,118,164,29,46
11637,16,153,104,37,20
11638,41,166,130,2,21
11639,58,22,153,14,41
11640,34,59,68,36,1
11641,23,104,100,29,26
11642,53,142,47,38,9
11643,18,169,3,49,7
11644,10,143,11,29,7
11645,9,53,199,25,15
11646,53,16,131,37,16
11647,49,163,122,15,1
11648,21,132,100,34,25
11649,19,74,141,9,11
11650,11,144,93,37,44
11651,7,32,66,13,25
11652,4,147,39,14,13
11653,18,12,168,4,8
11654,46,124,80,29,2
11655,17,82,62,36,30
11656,29,82,75,21,21
11657,28,56,181,33,33
11658,35,60,7,43,3
11659,28,146,21,18,18
11660,41,121,192,38,40
11661,4,94,149,11,20
11662,12,22,3,15,48
11663,27,132,18,1,29
11664,30,30,35,22,41
11665,52,113,56,6,34
11666,4,98,133,34,5
11667,37,171,15,42,42
11668,47,40,85,35,8
11669,11,162,4,35,12
11670,1,111,191,6,8
11671,58,97,62,14,22
11672,49,172,59,31,1
11673,27,87,4,16,8
11674,36,125,167,33,41
11675,43,145,54,2,34
11676,58,80,91,28,29
11677,14,129,180,24,3
11678,23,53,160,18,2
11679,26,15,107,0,25
11680,15,131,65,41,27
11681,3,78,82,37,18
11682,31,36,175,45,43
11683,44,156,169,37,22
11684,24,147,69,36,40
11685,50,162,144,14,38
11686,55,160,35,38,20
11687,33,62,15,41,34
11688,59,59,44,42,12
11689,27,18,37,9,15
11690,25,26,43,47,21
11691,39,73,186,45,36
11692,16,49,124,47,40
11693,6,21,193,49,29
11694,10,53,28,2,7
11695,26,115,134,35,8
11696,6,86,54,32,22
11697,57,90,99,28,16
11698,21,61,99,9,48
11699,42,102,81,4,31
11700,22,90,24,45,27
11701,47,49,161,39,26
11702,9,170,73,35,29
11703,40,137,153,22,24
11704,47,96,198,35,29
11705,19,50,21,7,25
11706,38,20,21,9,33
11707,28,93,142,34,22
11708,13,90,182,43,25
11709,52,66,98,40,39
11710,23,22,0,49,25
11711,29,43,110,12,40
11712,12,69,180,47,3
11713,24,70,153,47,13
11714,24,150,105,25,7
11715,5,90,166,17,36
11716,45,171,181,30,45
11717,9,100,16,45,36
11718,46,142,77,28,40
11719,33,115,51,42,18
11720,35,85,72,0,28
11721,19,162,21,26,35
11722,28,15,7,27,43
11723,57,142,95,42,26
11724,1,99,29,22,46
11725,49,130,155,42,10
11726,43,67,158,14,25
11727,58,179,120,20,5
11728,40,97,115,27,2
11729,38,70,127,26,25
11730,28,171,194,43,4
11731,11,25,197,11,9
11732,21,28,75,3,6
11733,20,156,101,27,35
11734,7,67,74,40,17
11735,1,139,85,40,22
11736,52,20,190,14,27
11737,49,76,14,44,6
11738,21,16,146,42,42
11739,7,121,166,12,4
11740,16,125,178,46,15
11741,54,85,71,48,4
11742,11,125,18,40,45
11743,52,157,162,41,38
11744,22,40,144,9,29
11745,14,72,113,14,37
11746,38,71,148,43,29
11747,2,164,35,22,16
11748,20,134,151,0,13
11749,4,156,95,20,15
11750,30,29,174,21,13
11751,38,94,165,20,6
11752,42,26,160,30,43
11753,28,83,28,38,47
11754,21,53,84,49,8
11755,12,179,5,26,18
11756,33,150,111,13,15
11757,55,119,132,0,13
11758,3,98,14,21,12
11759,59,11,159,46,2
11760,35,165,147,44,38
11761,19,32,130,35,12
11762,1,160,95,45,8
11763,33,75,162,5,23
11764,40,28,119,4,7
11765,30,173,1,47,1
11766,1,15,12,34,42
11767,4,170,57,16,12
11768,44,98,4,7,38
11769,4,18,1,11,11
11770,11,135,187,41,8
11771,59,96,8,36,32
11772,4,48,40,39,5
11773,43,101,137,6,33
11774,16,164,53,18,3
11775,17,73,106,38,2
11776,32,50,34,20,20
11777,21,111,191,30,31
11778,41,151,98,6,18
11779,34,172,100,30,8
11780,40,135,81,11,5
11781,1,55,40,36,46
11782,20,32,111,38,46
11783,23,110,138,42,4
11784,8,179,76,49,44
11785,14,84,109,31,35
11786,39,15,131,20,22
11787,47,38,144,4,28
11788,9,146,42,14,26
11789,10,172,3,22,42
11790,50,21,34,45,31
11791,40,129,171,20,32
11792,9,159,34,31,10
11793,46,65,68,47,31
11794,36,20,20,30,27
11795,21,88,49,6,39
11796,41,88,28,32,38
11797,59,93,24,20,41
11798,16,56,57,22,12
11799,23,35,6,49,40
11800,35,164,195,43,28
11801,29,46,10,10,3
11802,60,41,21,47,41
11803,19,80,160,0,34
11804,31,87,40,9,47
11805,31,109,95,12,30
11806,17,101,60,33,30
11807,26,21,27,13,6
11808,53,177,133,42,3
11809,17,150,1,25,19
11810,60,44,137,30,19
11811,11,133,17,41,36
11812,13,120,119,29,48
11813,3,133,22,26,7
11814,18,149,192,49,28
11815,58,53,105,19,26
11816,53,118,91,3,1
11817,60,123,45,36,17
11818,46,151,45,15,24
11819,54,75,154,5,38
11820,37,164,112,6,35
11821,29,169,13,39,40
11822,28,170,56,7,7
11823,26,120,27,43,30
11824,35,115,69,0,5
11825,56,149,167,41,39
11826,56,72,195,42,17
11827,26,56,21,46,17
11828,35,105,63,13,37
11829,35,101,11,43,30
11830,29,88,58,44,6
11831,5,172,85,11,23
11832,29,109,77,42,49
11833,51,166,95,8,32
11834,25,31,124,25,2
11835,32,179,9,24,33
11836,19,36,87,12,35
11837,53,125,140,8,46
11838,38,103,124,32,42
11839,25,27,157,32,15
11840,31,44,114,4,19
11841,25,65,94,38,12
11842,10,173,68,4,36
11843,37,98,26,40,32
11844,21,86,101,43,5
11845,57,147,74,49,44
11846,8,149,13,4,17
11847,40,159,24,34,10
11848,6,14,21,10,23
11849,7,137,148,14,28
11850,30,149,128,46,2
11851,45,17,86,12,3
11852,51,152,151,46,5
11853,44,148,195,7,14
11854,24,131,26,17,47
11855,8,174,61,2,12
11856,8,145,183,9,31
11857,60,165,0,29,45
11858,31,179,149,7,46
11859,45,18,176,26,28
11860,49,35,45,19,17
11861,41,130,21,5,42
11862,4,26,117,19,19
11863,36,42,106,25,43
11864,45,26,173,1,18
11865,2,96,95,35,16
11866,41,162,100,41,10
11867,22,115,49,24,23
11868,21,27,168,8,37
11869,35,84,146,43,11
11870,39,24,99,17,27
11871,32,71,61,16,44
11872,57,39,38,34,14
11873,5,137,64,39,35
11874,1,134,53,10,49
11875,31,170,56,7,19
11876,47,72,157,37,47
11877,26,166,146,44,47
11878,26,23,7,0,9
11879,23,55,67,33,45
11880,41,119,2,7,11
11881,17,122,42,14,26
11882,35,93,163,39,21
11883,19,112,148,6,22
11884,45,156,84,41,45
11885,3,129,148,42,25
11886,48,172,7,47,5
11887,5,16,33,22,43
11888,29,162,53,9,17
11889,59,32,113,12,33
11890,25,59,59,45,36
11891,28,50,132,9,37
11892,29,158,112,39,23
11893,43,51,92,9,7
11894,35,160,76,44,41
11895,49,118,24,12,24
11896,9,126,140,4,22
11897,10,28,175,7,19
11898,58,73,123,36,37
11899,16,17,195,48,6
11900,31,49,139,45,47
11901,15,13,174,14,9
11902,19,41,183,24,5
11903,43,62,120,16,7
11904,46,157,99,5,32
11905,20,85,107,29,40
11906,48,115,60,34,3
11907,54,74,13,44,38
11908,39,64,162,45,30
11909,54,33,11,5,35
11910,60,87,21,43,42
11911,17,154,61,17,24
11912,19,57,102,30,19
11913,35,87,1,32,19
11914,43,131,129,21,9
11915,36,18,60,19,11
11916,53,131,11,12,13
11917,37,68,199,46,46
11918,58,176,59,17,12
11919,37,115,25,39,42
11920,30,18,48,18,12
11921,18,37,176,21,2
11922,29,85,179,19,18
11923,42,52,52,32,36
11924,25,51,2,23,2
11925,9,73,129,2,42
11926,60,25,103,17,15
11927,36,93,72,46,21
11928,35,67,122,44,27
11929,54,138,29,17,29
11930,33,123,34,47,14
11931,4,81,53,24,33
11932,50,147,179,19,16
11933,25,26,34,29,25
11934,39,159,112,43,15
11935,9,150,189,20,2
11936,55,62,56,40,13
11937,50,164,124,33,33
11938,2,18,192,13,19
11939,40,138,87,0,25
11940,25,86,153,31,43
11941,38,93,10,30,6
11942,14,85,174,16,35
11943,19,66,179,23,14
11944,47,91,50,5,2
11945,25,141,186,10,15
11946,39,137,80,14,2
11947,49,49,33,23,32
11948,43,169,146,22,36
11949,57,168,148,17,34
11950,2,47,185,34,36
11951,53,163,171,11,26
11952,55,77,158,4,25
11953,10,56,126,37,49
11954,43,35,164,31,49
11955,3,178,157,46,6
11956,27,175,10,36,38
11957,41,26,67,33,8
11958,30,15,143,45,49
11959,35,130,106,9,4
11960,18,66,199,2,8
11961,58,132,84,37,44
11962,27,124,176,27,40
11963,19,111,154,14,13
11964,58,12,137,2,41
11965,54,138,169,47,4
11966,17,67,25,42,47
11967,4,84,34,16,7
11968,36,111,47,35,40
11969,21,95,25,9,48
11970,58,48,158,37,17
11971,11,177,37,9,36
11972,16,50,191,10,4
11973,18,71,130,41,9
11974,17,167,41,25,38
11975,60,146,115,30,45
11976,14,128,155,20,46
11977,14,176,175,3,47
11978,41,84,149,17,16
11979,34,161,183,23,5
11980,60,145,99,3,37
11981,40,126,174,28,6
11982,51,179,168,38,14
11983,56,45,173,13,3
11984,2,99,185,37,14
11985,35,142,23,8,11
11986,16,139,194,36,9
11987,36,166,141,45,6
11988,42,91,108,47,36
11989,28,23,49,1,33
11990,12,53,11,24,47
11991,42,85,108,1,23
11992,29,68,141,36,20
11993,9,44,24,25,46
11994,19,68,27,9,49
11995,52,132,50,11,23
11996,4,72,39,10,43
11997,10,170,14,23,18
11998,51,93,94,37,3
11999,9,56,60,46,2
12000,29,146,127,30,42
12001,44,35,132,36,17
12002,26,136,155,9,6
12003,28,147,113,30,38
12004,52,121,15,13,37
12005,24,67,175,23,28
12006,53,174,103,12,15
12007,31,88,196,19,25
12008,6,53,124,49,12
12009,35,179,66,44,5
12010,45,157,185,4,26
12011,13,16,33,36,47
12012,41,120,6,30,4
12013,36,97,189,48,41
12014,29,94,2,28,37
12015,46,21,96,10,14
12016,30,149,6,3,41
12017,14,112,2,26,34
12018,22,167,14,14,15
12019,28,20,116,29,28
12020,15,64,103,35,47
12021,6,141,37,27,15
12022,40,13,92,0,3
12023,59,133,121,18,14
12024,42,119,192,7,34
12025,48,56,122,47,17
12026,14,43,108,28,31
12027,44,167,66,11,39
12028,40,131,109,19,4
12029,59,115,54,38,47
12030,59,97,89,2,48
12031,28,35,73,5,20
12032,54,101,37,46,4
12033,30,92,17,5,16
12034,30,52,22,36,42
12035,1,148,168,38,9
12036,8,42,5,48,8
12037,23,97,132,37,11
12038,37,65,150,6,34
12039,13,41,43,12,37
12040,45,160,1,38,5
12041,24,14,164,22,35
12042,22,43,39,0,36
12043,1,50,129,41,24
12044,4,152,13,47,8
12045,45,67,171,17,4
12046,20,47,110,26,26
12047,17,60,72,0,27
12048,10,122,112,45,45
12049,49,60,3,19,27
12050,54,154,132,36,11
12051,17,11,81,36,39
12052,56,109,130,5,39
12053,43,58,11,40,5
12054,18,86,29,35,9
12055,35,93,110,31,22
12056,51,78,93,40,43
12057,20,14,102,24,25
12058,13,106,137,31,19
12059,8,165,191,21,3
12060,35,49,192,11,15
12061,33,108,29,33,22
12062,60,84,172,24,42
12063,19,103,170,20,36
12064,44,148,52,30,27
12065,57,118,197,37,13
12066,57,98,144,38,13
12067,25,159,193,26,8
12068,52,156,54,44,9
12069,58,119,82,0,9
12070,57,27,64,21,42
12071,2,119,191,20,31
12072,6,118,190,6,9
12073,35,82,47,0,16
12074,2,19,133,10,17
12075,8,40,36,26,9
12076,8,64,13,47,33
12077,36,11,66,20,19
12078,46,65,97,48,35
12079,39,136,137,49,3
12080,42,40,171,21,39
12081,55,157,14,20,34
12082,36,60,9,11,1
12083,21,127,160,24,22
12084,25,48,41,9,47
12085,34,118,148,21,18
12086,31,112,8,31,11
12087,17,48,82,0,4
12088,30,135,9,18,41
12089,59,91,65,33,27
12090,18,50,183,16,20
12091,29,145,7,16,7
12092,46,76,174,19,47
12093,51,147,158,49,20
12094,22,27,0,1,13
12095,37,117,6,2,8
12096,19,108,17,5,33
12097,16,151,13,1,48
12098,4,55,164,1,35
12099,54,11,199,38,43
12100,52,109,54,43,21
12101,38,115,167,7,45
12102,52,95,169,22,11
